"english","sourceNo","sourceWord","mode"
"Will you show me?","200036","Will you help me?","ChoicesJaEn"
"Will you tell me?","200036","Will you help me?","ChoicesJaEn"
"Will you tell me?","200036","Will you help me?","Listening"
"Will you wait for me?","200036","Will you help me?","Listening"
"Will you come with me?","200036","Will you help me?","Listening"
"Will you look at me?","200036","Will you help me?","Listening"
"Where is the station?","200037","Do you know the way to the station?","ChoicesJaEn"
"Is the station near here?","200037","Do you know the way to the station?","ChoicesJaEn"
"Can I walk to the station?","200037","Do you know the way to the station?","ChoicesJaEn"
"Are you going to the station?","200037","Do you know the way to the station?","ChoicesJaEn"
"Do you know the way to the school?","200037","Do you know the way to the station?","Listening"
"Do you know the name of the station?","200037","Do you know the way to the station?","Listening"
"Can you show me the station?","200037","Do you know the way to the station?","Listening"
"Are you going to the station?","200037","Do you know the way to the station?","Listening"
"Is this station new?","200038","Where is the nearest station?","ChoicesJaEn"
"How many minutes to the station?","200038","Where is the nearest station?","ChoicesJaEn"
"I want to go to the station.","200038","Where is the nearest station?","ChoicesJaEn"
"Where is the nearest bus stop?","200038","Where is the nearest station?","Listening"
"Where is the station now?","200038","Where is the nearest station?","Listening"
"Where is your station?","200038","Where is the nearest station?","Listening"
"Where is the big station?","200038","Where is the nearest station?","Listening"
"How much is this?","200039","How can I get there?","ChoicesJaEn"
"What time is it?","200039","How can I get there?","ChoicesJaEn"
"Where is the station?","200039","How can I get there?","ChoicesJaEn"
"How can I go now?","200039","How can I get there?","Listening"
"How do I get home?","200039","How can I get there?","Listening"
"Where can I get off?","200039","How can I get there?","Listening"
"When can I get there?","200039","How can I get there?","Listening"
"Maybe.","200040","Why not?","ChoicesJaEn"
"No way.","200040","Why not?","ChoicesJaEn"
"I don't know.","200040","Why not?","ChoicesJaEn"
"Hurry up.","200040","Why not?","ChoicesJaEn"
"What now?","200040","Why not?","Listening"
"Why me?","200040","Why not?","Listening"
"Try it.","200040","Why not?","Listening"
"Wait up.","200040","Why not?","Listening"
"What is this?","200041","Anything else?","ChoicesJaEn"
"Which do you like?","200041","Anything else?","ChoicesJaEn"
"When will you go?","200041","Anything else?","ChoicesJaEn"
"Who will come?","200041","Anything else?","ChoicesJaEn"
"Anyone home?","200041","Anything else?","Listening"
"Something new?","200041","Anything else?","Listening"
"Anything wrong?","200041","Anything else?","Listening"
"Nothing much?","200041","Anything else?","Listening"
"When shall we leave?","200042","Where shall we meet?","ChoicesJaEn"
"Who shall we go with?","200042","Where shall we meet?","ChoicesJaEn"
"What shall we eat?","200042","Where shall we meet?","ChoicesJaEn"
"How shall we go home?","200042","Where shall we meet?","ChoicesJaEn"
"When shall we leave?","200042","Where shall we meet?","Listening"
"Where can we eat?","200042","Where shall we meet?","Listening"
"Why shall we wait?","200042","Where shall we meet?","Listening"
"What shall we need?","200042","Where shall we meet?","Listening"
"Can I have the bill?","200043","Are you ready to order?","ChoicesJaEn"
"May I have some water?","200043","Are you ready to order?","ChoicesJaEn"
"Is this seat free?","200043","Are you ready to order?","ChoicesJaEn"
"How many people?","200043","Are you ready to order?","ChoicesJaEn"
"Are you ready to go?","200043","Are you ready to order?","Listening"
"Do you want some water?","200043","Are you ready to order?","Listening"
"Would you like to order?","200043","Are you ready to order?","Listening"
"Are you going to school?","200043","Are you ready to order?","Listening"
"choose ~","200044","help with ~","ChoicesJaEn"
"carry ~","200044","help with ~","ChoicesJaEn"
"collect ~","200044","help with ~","ChoicesJaEn"
"check ~","200044","help with ~","ChoicesJaEn"
"help me ~","200044","help with ~","Listening"
"work with ~","200044","help with ~","Listening"
"play with ~","200044","help with ~","Listening"
"assist with","200044","help with ~","Synonym"
"at the store","200047","at school","ChoicesJaEn"
"at the store","200047","at school","Listening"
"at the park","200047","at school","Listening"
"weekly","200049","sometime","ChoicesJaEn"
"inside","200050","over there","ChoicesJaEn"
"over here","200050","over there","Listening"
"near the door","200050","over there","Listening"
"under the table","200050","over there","Listening"
"by the window","200050","over there","Listening"
"these days","200051","in those days","Listening"
"on that day","200051","in those days","Listening"
"at that time","200051","in those days","Listening"
"in front of","200052","behind","ChoicesJaEn"
"beside","200052","behind","Listening"
"between","200052","behind","Listening"
"before","200052","behind","Listening"
"in front of","200052","behind","Antonym"
"right here","200053","right now","Listening"
"light now","200053","right now","Listening"
"write down","200053","right now","Listening"
"night owl","200053","right now","Listening"
"at the park","200055","at home","ChoicesJaEn"
"at the store","200055","at home","ChoicesJaEn"
"at noon","200055","at home","Listening"
"in the house","200055","at home","Synonym"
"shoe","200056","backpack","ChoicesJaEn"
"bathtub","200056","backpack","Listening"
"handbag","200056","backpack","Listening"
"rucksack","200056","backpack","Synonym"
"ice wall","200057","rice ball","Listening"
"right ball","200057","rice ball","Listening"
"nice doll","200057","rice ball","Listening"
"rice bowl","200057","rice ball","Listening"
"onigiri","200057","rice ball","Synonym"
"wish","200058","win","Listening"
"live in","200059","come from","ChoicesJaEn"
"go to","200059","come from","ChoicesJaEn"
"came from","200059","come from","Listening"
"go from","200059","come from","Listening"
"be from","200059","come from","Synonym"
"help ~","200062","make friends with ~","ChoicesJaEn"
"meet ~","200062","make friends with ~","ChoicesJaEn"
"know ~","200062","make friends with ~","ChoicesJaEn"
"make plans with ~","200062","make friends with ~","Listening"
"play games with ~","200062","make friends with ~","Listening"
"go shopping with ~","200062","make friends with ~","Listening"
"have a fever","200063","catch a cold","ChoicesJaEn"
"take medicine","200063","catch a cold","ChoicesJaEn"
"catch a ball","200063","catch a cold","Listening"
"get a cold","200063","catch a cold","Listening"
"catch a bus","200063","catch a cold","Listening"
"restroom","200064","bedroom","Listening"
"keep doing","200066","start to do","ChoicesJaEn"
"forget to do","200066","start to do","ChoicesJaEn"
"start the day","200066","start to do","Listening"
"try to do","200066","start to do","Listening"
"begin to do","200066","start to do","Synonym"
"keep doing","200067","start doing","ChoicesJaEn"
"keep doing","200067","start doing","Listening"
"start going","200067","start doing","Listening"
"begin doing","200067","start doing","Synonym"
"vanilla","200068","gorilla","Listening"
"goat","200069","gate","Listening"
"octopus","200070","shark","ChoicesJaEn"
"crab","200070","shark","ChoicesJaEn"
"sock","200070","shark","Listening"
"grocery store","200071","supermarket","Synonym"
"candle","200073","castle","Listening"
"pigeon","200076","duck","ChoicesJaEn"
"dock","200076","duck","Listening"
"eagle","200077","penguin","ChoicesJaEn"
"swan","200077","penguin","ChoicesJaEn"
"backyard","200079","blackboard","Listening"
"bookmark","200079","blackboard","Listening"
"muzzle","200080","muscle","Listening"
"mustard","200080","muscle","Listening"
"dairy","200081","diary","Listening"
"diaper","200081","diary","Listening"
"diamond","200081","diary","Listening"
"either A or B","200082","both A and B","ChoicesJaEn"
"A before B","200082","both A and B","ChoicesJaEn"
"A after B","200082","both A and B","ChoicesJaEn"
"either A or B","200082","both A and B","Listening"
"A or B","200082","both A and B","Listening"
"A and B","200082","both A and B","Listening"
"flash card","200083","trash can","Listening"
"glass case","200083","trash can","Listening"
"lunch bag","200083","trash can","Listening"
"garbage can","200083","trash can","Synonym"
"schoolbag","200084","lunch box","ChoicesJaEn"
"lunch bag","200084","lunch box","Listening"
"long box","200084","lunch box","Listening"
"lock box","200084","lunch box","Listening"
"lunch book","200084","lunch box","Listening"
"dreamer","200085","drawer","Listening"
"drama","200085","drawer","Listening"
"dragon","200085","drawer","Listening"
"bookshelf","200086","mailbox","ChoicesJaEn"
"mail bag","200086","mailbox","Listening"
"milk carton","200086","mailbox","Listening"
"main road","200086","mailbox","Listening"
"bucket","200087","trumpet","Listening"
"zero","200088","hero","Listening"
"blown","200090","brown","Listening"
"crown","200090","brown","Listening"
"toolbox","200091","toothbrush","Listening"
"tasty","200094","taxi","Listening"
"cab","200094","taxi","Synonym"
"postman","200095","postcard","Listening"
"yell","200096","yeah","Listening"
"cooking","200097","fishing","ChoicesJaEn"
"reading","200097","fishing","ChoicesJaEn"
"finishing","200097","fishing","Listening"
"facing","200097","fishing","Listening"
"washing","200097","fishing","Listening"
"teaching","200097","fishing","Listening"
"forget to do","200098","stop doing","ChoicesJaEn"
"can do","200098","stop doing","ChoicesJaEn"
"keep doing","200098","stop doing","Listening"
"stop talking","200098","stop doing","Listening"
"shop today","200098","stop doing","Listening"
"reckless","200099","necklace","Listening"
"napkin","200099","necklace","Listening"
"began","200101","become","Listening"
"before","200101","become","Listening"
"return to ~","200103","move to ~","ChoicesJaEn"
"stay in ~","200103","move to ~","ChoicesJaEn"
"visit ~","200103","move to ~","ChoicesJaEn"
"move back","200103","move to ~","Listening"
"return to ~","200103","move to ~","Listening"
"relocate to ~","200103","move to ~","Synonym"
"look for","200104","hunt","Synonym"
"sunflower","200105","cherry blossoms","ChoicesJaEn"
"cheery lessons","200105","cherry blossoms","Listening"
"shiny blossoms","200105","cherry blossoms","Listening"
"cherry branches","200105","cherry blossoms","Listening"
"early blossoms","200105","cherry blossoms","Listening"
"kit","200106","kid","Listening"
"Paris","200108","Chicago","ChoicesJaEn"
"Seoul","200108","Chicago","ChoicesJaEn"
"Toronto","200109","Vancouver","ChoicesJaEn"
"Sydney","200109","Vancouver","ChoicesJaEn"
"Paris","200109","Vancouver","ChoicesJaEn"
"Paris","200110","Rome","ChoicesJaEn"
"Seoul","200110","Rome","ChoicesJaEn"
"Sydney","200110","Rome","ChoicesJaEn"
"Paris","200111","London","ChoicesJaEn"
"Tokyo","200111","London","ChoicesJaEn"
"Seoul","200111","London","ChoicesJaEn"
"Beijing","200111","London","ChoicesJaEn"
"lemon","200111","London","Listening"
"lemon","200113","lesson","Listening"
"open","200114","brush","ChoicesJaEn"
"stupid","200115","smart","Antonym"
"wall clock","200116","alarm clock","ChoicesJaEn"
"clock shop","200116","alarm clock","ChoicesJaEn"
"around clock","200116","alarm clock","Listening"
"garden clock","200116","alarm clock","Listening"
"morning clock","200116","alarm clock","Listening"
"yellow clock","200116","alarm clock","Listening"
"open","200117","shut","ChoicesJaEn"
"shot","200117","shut","Listening"
"open","200117","shut","Listening"
"open","200117","shut","Antonym"
"inside","200118","near here","ChoicesJaEn"
"in front of the school","200118","near here","ChoicesJaEn"
"behind the station","200118","near here","ChoicesJaEn"
"around here","200118","near here","Synonym"
"open","200119","lock","ChoicesJaEn"
"knock","200119","lock","ChoicesJaEn"
"open","200119","lock","Listening"
"carton","200120","curtain","Listening"
"gloves","200121","costume","ChoicesJaEn"
"bananas","200122","pajamas","Listening"
"potatoes","200122","pajamas","Listening"
"sleepwear","200122","pajamas","Synonym"
"shoe","200123","glove","ChoicesJaEn"
"sock","200123","glove","ChoicesJaEn"
"globe","200123","glove","Listening"
"glow","200123","glove","Listening"
"drill","200124","dress","Listening"
"gloves","200126","raincoat","ChoicesJaEn"
"leave ~","200128","come to ~","ChoicesJaEn"
"visit ~","200128","come to ~","ChoicesJaEn"
"pass ~","200128","come to ~","ChoicesJaEn"
"return to ~","200128","come to ~","ChoicesJaEn"
"came from ~","200128","come to ~","Listening"
"leave ~","200128","come to ~","Antonym"
"more ... than ~","200129","as ~ as ...","ChoicesJaEn"
