"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
200061	2	grow up	成長する	to become an adult	I want to be a doctor when I grow up.	私は大人になったら医者になりたいです。	verb	2	3	""[""""成長する"""",""""眠る"""",""""起きる"""",""""出かける"""",""""戻る""""]""	""[""""grow up"""",""""sleep"""",""""wake"""",""""leave"""",""""return""""]""	""[""""grow up"""",""""glove"""",""""group"""",""""green"""",""""ground""""]""	[]	[]"
200062	2	make friends with ...	〜と友だちになる	to become friends with someone	I want to make friends with everyone in my class.	私はクラスのみんなと友だちになりたいです。	verb	2	2	""[""""〜と友だちになる"""",""""〜を手伝う"""",""""〜に会う"""",""""〜を知っている"""",""""〜と話す""""]""	""[""""make friends with ..."""",""""help ..."""",""""meet ..."""",""""know ..."""",""""talk to ...""""]""	""[""""make friends with ..."""",""""make lunch with ..."""",""""take friends with ..."""",""""make plans with ..."""",""""make cakes with ...""""]""	[]	[]"
200063	2	catch a cold	かぜをひく	to become sick with a cold	I often catch a cold in winter.	私は冬によくかぜをひきます。	verb	2	3	""[""""かぜをひく"""",""""ねつがある"""",""""せきをする"""",""""やすむ"""",""""くすりをのむ""""]""	""[""""catch a cold"""",""""have a fever"""",""""cough"""",""""rest"""",""""take medicine""""]""	""[""""catch a cold"""",""""catch a ball"""",""""get a cold"""",""""have a cold"""",""""catch a bus""""]""	[]	[]"
200064	2	bedroom	寝室	a room where you sleep	My bedroom is on the second floor.	私の寝室は2階にあります。	noun	2	3	""[""""寝室"""",""""台所"""",""""居間"""",""""浴室"""",""""教室""""]""	""[""""bedroom"""",""""kitchen"""",""""living room"""",""""bathroom"""",""""classroom""""]""	""[""""bedroom"""",""""bathroom"""",""""restroom"""",""""classroom"""",""""mushroom""""]""	[]	[]"
200065	2	early	早く	before the usual time	I got up early this morning.	私は今朝早く起きました。	adverb	2	4	""[""""早く"""",""""おそく"""",""""静かに"""",""""ゆっくり"""",""""すぐに""""]""	""[""""early"""",""""late"""",""""quietly"""",""""slowly"""",""""soon""""]""	""[""""early"""",""""earth"""",""""easy"""",""""angry"""",""""empty""""]""	[]	""[{""""word"""":""""late"""",""""note"""":""""反対に「遅く」""""}]"""
200066	2	start to do	〜し始める	to begin doing something	I start to study after dinner.	私は夕食のあとに勉強し始めます。	verb	2	3	""[""""〜し始める"""",""""〜し終える"""",""""〜し続ける"""",""""〜するのをやめる"""",""""〜するのを忘れる""""]""	""[""""start to do"""",""""finish doing"""",""""keep doing"""",""""stop doing"""",""""forget to do""""]""	""[""""start to do"""",""""stay to do"""",""""smart to do"""",""""star to do"""",""""start the day""""]""	""[{""""word"""":""""begin to do"""",""""note"""":""""より基本的な言い方""""}]""	[]"
200067	2	start doing	〜し始める	to begin doing something	It started raining in the afternoon.	午後に雨が降り始めました。	verb	2	3	""[""""〜し始める"""",""""〜し終える"""",""""〜し続ける"""",""""〜するのをやめる"""",""""〜するのを楽しむ""""]""	""[""""start doing"""",""""finish doing"""",""""keep doing"""",""""stop doing"""",""""enjoy doing""""]""	""[""""start doing"""",""""stop doing"""",""""smart doing"""",""""star doing"""",""""start going""""]""	""[{""""word"""":""""begin doing"""",""""note"""":""""ほぼ同じ意味""""}]""	[]"
200068	2	gorilla	ゴリラ	a large black animal like a big monkey	We saw a gorilla at the zoo.	私たちは動物園でゴリラを見ました。	noun	2	2	""[""""ゴリラ"""",""""サル"""",""""ライオン"""",""""トラ"""",""""ゾウ""""]""	""[""""gorilla"""",""""monkey"""",""""lion"""",""""tiger"""",""""elephant""""]""	""[""""gorilla"""",""""vanilla"""",""""guerrilla"""",""""umbrella"""",""""garden""""]""	[]	[]"
200069	2	gate	門	a door or opening in a wall or fence	Please close the gate.	門を閉めてください。	noun	2	3	""[""""門"""",""""窓"""",""""屋根"""",""""壁"""",""""床""""]""	""[""""gate"""",""""window"""",""""roof"""",""""wall"""",""""floor""""]""	""[""""gate"""",""""game"""",""""late"""",""""get"""",""""goat""""]""	[]	[]"
200070	2	shark	サメ	a large fish with sharp teeth	We saw a shark in the sea.	私たちは海でサメを見ました。	noun	2	2	""[""""サメ"""",""""クジラ"""",""""イルカ"""",""""タコ"""",""""カニ""""]""	""[""""shark"""",""""whale"""",""""dolphin"""",""""octopus"""",""""crab""""]""	""[""""shark"""",""""sharp"""",""""shop"""",""""sock"""",""""park""""]""	[]	[]"
200071	2	supermarket	スーパーマーケット	a large store that sells food and daily goods	My mother went to the supermarket.	母はスーパーマーケットへ行きました。	noun	2	3	""[""""スーパーマーケット"""",""""図書館"""",""""病院"""",""""公園"""",""""駅""""]""	""[""""supermarket"""",""""library"""",""""hospital"""",""""park"""",""""station""""]""	""[""""supermarket"""",""""summer"""",""""supper"""",""""market"""",""""school""""]""	""[{""""word"""":""""grocery store"""",""""note"""":""""主に食料品店""""}]""	[]"
200072	2	fat	太った	having too much body weight	The fat cat is sleeping.	その太った猫は眠っています。	adjective	2	3	""[""""太った"""",""""やせた"""",""""若い"""",""""強い"""",""""速い""""]""	""[""""fat"""",""""thin"""",""""young"""",""""strong"""",""""fast""""]""	""[""""fat"""",""""hat"""",""""cat"""",""""fan"""",""""cap""""]""	""[{""""word"""":""""heavy"""",""""note"""":""""人に使うときは意味が少し広い""""}]""	""[{""""word"""":""""thin"""",""""note"""":""""やせた""""}]"""
200073	2	castle	城	a large strong building for a king or queen	We saw a big castle on the hill.	私たちは丘の上に大きな城を見ました。	noun	2	2	""[""""城"""",""""塔"""",""""宮殿"""",""""橋"""",""""寺""""]""	""[""""castle"""",""""tower"""",""""palace"""",""""bridge"""",""""temple""""]""	""[""""castle"""",""""candle"""",""""camel"""",""""cap"""",""""cart""""]""	[]	[]"
200074	2	hall	広間	a large room or passage in a building	We waited in the hall.	私たちは広間で待ちました。	noun	2	2	""[""""広間"""",""""教室"""",""""台所"""",""""庭"""",""""屋根""""]""	""[""""hall"""",""""classroom"""",""""kitchen"""",""""garden"""",""""roof""""]""	""[""""hall"""",""""wall"""",""""ball"""",""""call"""",""""hot""""]""	[]	[]"
200075	2	department store	デパート	a large store with many kinds of things	We went to the department store on Sunday.	私たちは日曜日にデパートへ行きました。	noun	2	3	""[""""デパート"""",""""図書館"""",""""駅"""",""""病院"""",""""公園""""]""	""[""""department store"""",""""library"""",""""station"""",""""hospital"""",""""park""""]""	""[""""department store"""",""""apartment"""",""""different"""",""""important"""",""""sport""""]""	""[{""""word"""":""""store"""",""""note"""":""""より広い意味の「店」""""}]""	[]"
200076	2	duck	あひる	a bird that can swim	The duck is in the pond.	あひるは池にいます。	noun	1	3	""[""""あひる"""",""""にわとり"""",""""はと"""",""""うさぎ"""",""""さる""""]""	""[""""duck"""",""""chicken"""",""""pigeon"""",""""rabbit"""",""""monkey""""]""	""[""""duck"""",""""dark"""",""""dock"""",""""luck"""",""""back""""]""	[]	[]"
200077	2	penguin	ペンギン	a black and white bird that cannot fly	The penguin is walking on the ice.	ペンギンが氷の上を歩いています。	noun	2	2	""[""""ペンギン"""",""""あひる"""",""""わし"""",""""ふくろう"""",""""はくちょう""""]""	""[""""penguin"""",""""duck"""",""""eagle"""",""""owl"""",""""swan""""]""	""[""""penguin"""",""""pencil"""",""""people"""",""""window"""",""""painting""""]""	[]	[]"
200078	2	pepper	こしょう	a hot spice used in food	Please pass me the pepper.	こしょうを取ってください。	noun	2	3	""[""""こしょう"""",""""さとう"""",""""しお"""",""""しょうゆ"""",""""ソース""""]""	""[""""pepper"""",""""sugar"""",""""salt"""",""""sauce"""",""""oil""""]""	""[""""pepper"""",""""paper"""",""""pencil"""",""""player"""",""""proper""""]""	[]	[]"
200079	2	blackboard	黒板	a dark board in a classroom	The teacher writes on the blackboard.	先生は黒板に書きます。	noun	2	2	""[""""黒板"""",""""机"""",""""いす"""",""""教室"""",""""ノート""""]""	""[""""blackboard"""",""""desk"""",""""chair"""",""""classroom"""",""""notebook""""]""	""[""""blackboard"""",""""backyard"""",""""bookmark"""",""""baseball"""",""""breakfast""""]""	""[{""""word"""":""""board"""",""""note"""":""""教室では blackboard の意味で使うことがある""""}]""	[]"
200080	2	muscle	筋肉	a part of the body that helps you move	He has strong leg muscles.	彼は足の筋肉が強いです。	noun	3	2	""[""""筋肉"""",""""骨"""",""""皮ふ"""",""""ひざ"""",""""肩""""]""	""[""""muscle"""",""""bone"""",""""skin"""",""""knee"""",""""shoulder""""]""	""[""""muscle"""",""""muzzle"""",""""mustard"""",""""middle"""",""""metal""""]""	[]	[]"
200081	2	diary	日記	a book for writing about your days	I write in my diary every night.	私は毎晩日記を書きます。	noun	2	3	""[""""日記"""",""""辞書"""",""""教科書"""",""""手紙"""",""""地図""""]""	""[""""diary"""",""""dictionary"""",""""notebook"""",""""letter"""",""""map""""]""	""[""""diary"""",""""dairy"""",""""daily"""",""""diaper"""",""""diamond""""]""	""[{""""word"""":""""journal"""",""""note"""":""""ややかたい言い方""""}]""	[]"
200082	2	both ... and ...	〜も〜も両方	used to join two things that are true together	I like both math and science.	私は数学も理科も両方好きです。	conjunction	2	3	""[""""〜も〜も両方"""",""""〜か〜のどちらか"""",""""〜ではない"""",""""〜の前に"""",""""〜のあとで""""]""	""[""""both ... and ..."""",""""either ... or ..."""",""""not ..."""",""""before ..."""",""""after ...""""]""	""[""""both ... and ..."""",""""either ... or ..."""",""""all"""",""""boat"""",""""band""""]""	[]	[]"
200083	2	trash can	ごみ箱	a container for trash	Please put this paper in the trash can.	この紙をごみ箱に入れてください。	noun	2	3	""[""""ごみ箱"""",""""机"""",""""いす"""",""""本棚"""",""""かばん""""]""	""[""""trash can"""",""""desk"""",""""chair"""",""""shelf"""",""""bag""""]""	""[""""trash can"""",""""flash card"""",""""blackboard"""",""""glass case"""",""""lunch bag""""]""	""[{""""word"""":""""garbage can"""",""""note"""":""""同じ意味でよく使う""""}]""	[]"
200084	2	lunch box	弁当箱	a box for carrying your lunch	I put my sandwich in my lunch box.	私はサンドイッチを弁当箱に入れます。	noun	2	2	""[""""弁当箱"""",""""かばん"""",""""皿"""",""""コップ"""",""""机""""]""	""[""""lunch box"""",""""schoolbag"""",""""plate"""",""""cup"""",""""desk""""]""	""[""""lunch box"""",""""lunch bag"""",""""long box"""",""""lock box"""",""""lunch book""""]""	[]	[]"
200085	2	drawer	引き出し	a box in a desk or cabinet that pulls out	My socks are in the top drawer.	私のくつ下は一番上の引き出しにあります。	noun	2	2	""[""""引き出し"""",""""たな"""",""""箱"""",""""いす"""",""""窓""""]""	""[""""drawer"""",""""shelf"""",""""box"""",""""chair"""",""""window""""]""	""[""""drawer"""",""""driver"""",""""dreamer"""",""""drama"""",""""dragon""""]""	[]	[]"
200086	2	mailbox	郵便受け	a box where letters are put	There is a red mailbox near the station.	駅の近くに赤い郵便受けがあります。	noun	2	2	""[""""郵便受け"""",""""本だな"""",""""冷蔵庫"""",""""ごみ箱"""",""""引き出し""""]""	""[""""mailbox"""",""""bookshelf"""",""""refrigerator"""",""""trash can"""",""""drawer""""]""	""[""""mailbox"""",""""mail bag"""",""""raincoat"""",""""main road"""",""""milk box""""]""	[]	[]"
200087	2	trumpet	トランペット	a musical instrument you blow	He can play the trumpet well.	彼はトランペットを上手に演奏できます。	noun	2	2	""[""""トランペット"""",""""ピアノ"""",""""ギター"""",""""たいこ"""",""""フルート""""]""	""[""""trumpet"""",""""piano"""",""""guitar"""",""""drum"""",""""flute""""]""	""[""""trumpet"""",""""blanket"""",""""ticket"""",""""bucket"""",""""jacket""""]""	[]	[]"
200088	2	hero	英雄	a brave person people admire	The boy wants to be a hero.	その少年は英雄になりたがっています。	noun	2	2	""[""""英雄"""",""""王"""",""""兵士"""",""""選手"""",""""画家""""]""	""[""""hero"""",""""king"""",""""soldier"""",""""player"""",""""artist""""]""	""[""""hero"""",""""zero"""",""""yellow"""",""""hello"""",""""window""""]""	[]	[]"
200089	2	toast	トースト	bread made brown by heat	I ate toast for breakfast.	私は朝食にトーストを食べました。	noun	2	2	""[""""トースト"""",""""スープ"""",""""サラダ"""",""""チーズ"""",""""ヨーグルト""""]""	""[""""toast"""",""""soup"""",""""salad"""",""""cheese"""",""""yogurt""""]""	""[""""toast"""",""""coast"""",""""post"""",""""most"""",""""host""""]""	[]	[]"
200090	2	brown	茶色	having the color of chocolate or wood	His bag is brown.	彼のかばんは茶色です。	adjective	2	3	""[""""茶色"""",""""赤"""",""""青"""",""""黒"""",""""白""""]""	""[""""brown"""",""""red"""",""""blue"""",""""black"""",""""white""""]""	""[""""brown"""",""""blown"""",""""crown"""",""""ground"""",""""cloud""""]""	[]	[]"
200091	2	toothbrush	歯ブラシ	a brush for cleaning your teeth	I need a new toothbrush.	私は新しい歯ブラシが必要です。	noun	2	2	""[""""歯ブラシ"""",""""くし"""",""""タオル"""",""""せっけん"""",""""コップ""""]""	""[""""toothbrush"""",""""comb"""",""""towel"""",""""soap"""",""""cup""""]""	""[""""toothbrush"""",""""toothpaste"""",""""toolbox"""",""""toothache"""",""""breakfast""""]""	[]	[]"
