no	grade	word	meaning	definition	example	exampleMeaning	partOfSpeech	difficulty	frequency	choicesEnJa	choicesJaEn	choicesListening	synonyms	antonyms
100081	1	orange	オレンジ	a round fruit with orange skin	I eat an orange after lunch.	私は昼食のあとにオレンジを食べます。	noun	1	4	"[""オレンジ"",""りんご"",""バナナ"",""ぶどう"",""もも""]"	"[""orange"",""apple"",""banana"",""grape"",""peach""]"	"[""orange"",""order"",""open"",""onion"",""old""]"	[]	[]
100082	1	wash	洗う	to clean something with water	Wash your hands before dinner.	夕食の前に手を洗いなさい。	verb	1	5	"[""洗う"",""拭く"",""乾かす"",""切る"",""運ぶ""]"	"[""wash"",""wipe"",""dry"",""cut"",""carry""]"	"[""wash"",""watch"",""wish"",""rush"",""walk""]"	"[{""word"":""clean"",""note"":""物をきれいにすることを表す語。""}]"	"[{""word"":""make dirty"",""note"":""物を汚すことを表す表現。""}]"
100083	1	glass	コップ	a container used for drinking	There is milk in the glass.	コップの中に牛乳があります。	noun	1	4	"[""コップ"",""皿"",""茶わん"",""びん"",""箱""]"	"[""glass"",""plate"",""bowl"",""bottle"",""box""]"	"[""glass"",""grass"",""class"",""glove"",""glad""]"	"[{""word"":""cup"",""note"":""ふつうは取っ手のある小さめの飲み物用""}]"	[]
100084	1	water	水	a clear liquid that people drink	Please drink some water.	水を少し飲んでください。	noun	1	5	"[""水"",""お茶"",""牛乳"",""ジュース"",""湯""]"	"[""water"",""tea"",""milk"",""juice"",""hot water""]"	"[""water"",""winter"",""waiter"",""writer"",""wonder""]"	[]	[]
100085	1	money	お金	coins and bills used to buy things	I need money for lunch.	昼食を買うためにお金が必要です。	noun	1	5	"[""お金"",""時間"",""食べ物"",""かばん"",""宿題""]"	"[""money"",""time"",""food"",""bag"",""homework""]"	"[""money"",""monkey"",""Monday"",""many"",""honey""]"	[]	[]
100086	1	winter	冬	the coldest season of the year	Winter is very cold here.	ここでは冬はとても寒いです。	noun	1	5	"[""冬"",""春"",""夏"",""秋"",""季節""]"	"[""winter"",""spring"",""summer"",""autumn"",""season""]"	"[""winter"",""winner"",""window"",""whisper"",""singer""]"	[]	[]
100087	1	album	アルバム	a book for keeping photos	This album has many old photos.	このアルバムには古い写真がたくさんあります。	noun	2	3	"[""アルバム"",""写真集"",""日記"",""手帳"",""ノート""]"	"[""album"",""diary"",""notebook"",""calendar"",""folder""]"	"[""album"",""atom"",""autumn"",""bottom"",""alarm""]"	[]	[]
100088	1	red	赤い	having the color red	I have a red cap.	私は赤い帽子を持っています。	adjective	1	5	"[""赤い"",""青い"",""黄色い"",""黒い"",""白い""]"	"[""red"",""blue"",""yellow"",""black"",""white""]"	"[""red"",""bed"",""led"",""road"",""right""]"	[]	[]
100089	1	green	緑の	having the color of grass or leaves	The tree has green leaves.	その木には緑の葉があります。	adjective	1	5	"[""緑の"",""赤い"",""青い"",""黄色い"",""黒い""]"	"[""green"",""red"",""blue"",""yellow"",""black""]"	"[""green"",""clean"",""cream"",""gray"",""grin""]"	[]	[]
100090	1	black	黒い	having a very dark color	My shoes are black.	私のくつは黒いです。	adjective	1	5	"[""黒い"",""白い"",""赤い"",""青い"",""黄色い""]"	"[""black"",""white"",""red"",""blue"",""yellow""]"	"[""black"",""block"",""blank"",""back"",""brick""]"	[]	"[{""word"":""white"",""note"":""色の反対語として最も基本的で自然""}]"
100091	1	blue	青い	having the color of a clear sky	The sky is blue today.	今日は空が青いです。	adjective	1	5	"[""青い"",""赤い"",""黄色い"",""白い"",""黒い""]"	"[""blue"",""red"",""yellow"",""white"",""black""]"	"[""blue"",""blow"",""brown"",""black"",""glue""]"	[]	[]
100092	1	white	白い	having the color of snow or milk	Her dog is small and white.	彼女の犬は小さくて白いです。	adjective	1	5	"[""白い"",""黒い"",""赤い"",""青い"",""黄色い""]"	"[""white"",""black"",""red"",""blue"",""yellow""]"	"[""white"",""wide"",""wet"",""wait"",""light""]"	[]	"[{""word"":""black"",""note"":""色の反対として最も基本的で自然な組み合わせ。""}]"
100093	1	yellow	黄色い	having the color of a lemon	I see yellow flowers over there.	私はあそこに黄色い花が見えます。	adjective	1	4	"[""黄色い"",""赤い"",""青い"",""白い"",""黒い""]"	"[""yellow"",""red"",""blue"",""white"",""black""]"	"[""yellow"",""hello"",""window"",""young"",""year""]"	[]	[]
100094	1	come in	入ってくる	to enter a room or building	Please come in and sit down.	どうぞ入って座ってください。	phrasal verb	1	5	"[""入ってくる"",""出ていく"",""座る"",""待つ"",""開ける""]"	"[""come in"",""go out"",""sit"",""wait"",""open""]"	"[""come in"",""go in"",""come on"",""go out"",""sit down""]"	"[{""word"":""enter"",""note"":""よりややかたい表現。come in は話し言葉でよく使う。""}]"	"[{""word"":""go out"",""note"":""中から外へ出ること。come in は外から中へ入ること。""}]"
100095	1	meet	会う	to come together with someone	I will meet Ken after school.	私は放課後にケンに会います。	verb	1	5	"[""会う"",""呼ぶ"",""待つ"",""手伝う"",""訪ねる""]"	"[""meet"",""call"",""wait"",""help"",""visit""]"	"[""meet"",""met"",""seat"",""mint"",""melt""]"	"[{""word"":""see"",""note"":""人に会うことを表す基本語。""}]"	[]
100096	1	south	南	the direction opposite to north	This bird flies south in winter.	この鳥は冬に南へ飛びます。	noun	1	4	"[""南"",""北"",""東"",""西"",""中央""]"	"[""south"",""north"",""east"",""west"",""center""]"	"[""south"",""sound"",""mouth"",""soup"",""sun""]"	[]	"[{""word"":""north"",""note"":""反対の方角""}]"
100097	1	north	北	the direction opposite to south	Our town is north of here.	私たちの町はここより北にあります。	noun	1	4	"[""北"",""南"",""東"",""西"",""中央""]"	"[""north"",""south"",""east"",""west"",""center""]"	"[""north"",""mouth"",""fourth"",""note"",""nurse""]"	[]	"[{""word"":""south"",""note"":""反対の方角""}]"
100098	1	finish	終える	to complete something	We finish class at three.	私たちは3時に授業を終えます。	verb	1	5	"[""終える"",""始める"",""続ける"",""休む"",""学ぶ""]"	"[""finish"",""start"",""continue"",""rest"",""study""]"	"[""finish"",""fish"",""fix"",""fine"",""first""]"	"[{""word"":""end"",""note"":""「終える」を表す基本語。""}]"	"[{""word"":""start"",""note"":""「始める」を表す語。""}]"
100099	1	box	箱	a container for putting things in	The toys are in the box.	おもちゃは箱の中にあります。	noun	1	4	"[""箱"",""袋"",""かご"",""びん"",""缶""]"	"[""box"",""bag"",""basket"",""bottle"",""can""]"	"[""box"",""fox"",""books"",""back"",""bus""]"	[]	[]
100100	1	cheap	安い	costing little money	This cap is cheap.	この帽子は安いです。	adjective	1	4	"[""安い"",""高い"",""新しい"",""重い"",""小さい""]"	"[""cheap"",""expensive"",""new"",""heavy"",""small""]"	"[""cheap"",""chip"",""cheek"",""sheep"",""cap""]"	"[{""word"":""inexpensive"",""note"":""cheapより少し丁寧な「安い」。""}]"	"[{""word"":""expensive"",""note"":""値段が高いことを表す。""}]"
100101	1	expensive	高い	costing a lot of money	This watch is very expensive.	この時計はとても高いです。	adjective	1	4	"[""高い"",""安い"",""重い"",""新しい"",""便利な""]"	"[""expensive"",""cheap"",""heavy"",""new"",""useful""]"	"[""expensive"",""experience"",""express"",""excellent"",""cheap""]"	"[{""word"":""costly"",""note"":""やや硬い「高価な」。""}]"	"[{""word"":""cheap"",""note"":""値段が安いことを表す。""}]"
100102	1	Japan	日本	a country in Asia	I want to visit Japan.	私は日本を訪れたいです。	noun	1	5	"[""日本"",""中国"",""韓国"",""インド"",""タイ""]"	"[""Japan"",""China"",""Korea"",""India"",""Thailand""]"	"[""Japan"",""jacket"",""July"",""giant"",""China""]"	[]	[]
100103	1	wet	ぬれている	covered with water	My socks are still wet.	私のくつ下はまだぬれています。	adjective	1	4	"[""ぬれている"",""乾いている"",""熱い"",""冷たい"",""やわらかい""]"	"[""wet"",""dry"",""hot"",""cold"",""soft""]"	"[""wet"",""wait"",""west"",""net"",""dry""]"	[]	"[{""word"":""dry"",""note"":""ぬれていない状態。""}]"
100104	1	make	作る	to create or prepare something	I make dinner with my mom.	私はお母さんと夕食を作ります。	verb	1	5	"[""作る"",""食べる"",""買う"",""使う"",""運ぶ""]"	"[""make"",""eat"",""buy"",""use"",""carry""]"	"[""make"",""take"",""wake"",""milk"",""cook""]"	"[{""word"":""create"",""note"":""より新しいものを生み出す意味で使うことが多い""},{""word"":""build"",""note"":""建物や形のあるものを作るときによく使う""}]"	[]
100105	1	chocolate	チョコレート	a sweet brown food	I like chocolate very much.	私はチョコレートがとても好きです。	noun	1	5	"[""チョコレート"",""キャンディー"",""クッキー"",""アイスクリーム"",""ケーキ""]"	"[""chocolate"",""candy"",""cookie"",""ice cream"",""cake""]"	"[""chocolate"",""coconut"",""chicken"",""calendar"",""cookie""]"	[]	[]
100106	1	Tuesday	火曜日	the day after Monday	We play tennis on Tuesday.	私たちは火曜日にテニスをします。	noun	1	5	"[""火曜日"",""月曜日"",""水曜日"",""木曜日"",""金曜日""]"	"[""Tuesday"",""Monday"",""Wednesday"",""Thursday"",""Friday""]"	"[""Tuesday"",""Thursday"",""today"",""Monday"",""tennis""]"	[]	[]
100107	1	tomorrow	明日	the day after today	I will call you tomorrow.	私は明日あなたに電話します。	adverb	1	5	"[""明日"",""昨日"",""今日"",""今夜"",""朝""]"	"[""tomorrow"",""yesterday"",""today"",""tonight"",""morning""]"	"[""tomorrow"",""today"",""tonight"",""borrow"",""morning""]"	[]	"[{""word"":""yesterday"",""note"":""「昨日」で、tomorrow の自然な反対語。""}]"
100108	1	Thursday	木曜日	the day after Wednesday	We have music on Thursday.	私たちは木曜日に音楽があります。	noun	1	5	"[""木曜日"",""月曜日"",""火曜日"",""水曜日"",""金曜日""]"	"[""Thursday"",""Monday"",""Tuesday"",""Wednesday"",""Friday""]"	"[""Thursday"",""Tuesday"",""thirteen"",""birthday"",""Friday""]"	[]	[]
100109	1	yesterday	昨日	the day before today	I was busy yesterday.	私は昨日忙しかったです。	adverb	1	5	"[""昨日"",""今日"",""明日"",""今夜"",""今朝""]"	"[""yesterday"",""today"",""tomorrow"",""tonight"",""this morning""]"	"[""yesterday"",""Saturday"",""holiday"",""history"",""tomorrow""]"	[]	[]
100110	1	birthday	誕生日	the day you were born	My birthday is in June.	私の誕生日は6月です。	noun	1	5	"[""誕生日"",""休日"",""記念日"",""週末"",""休み""]"	"[""birthday"",""holiday"",""anniversary"",""weekend"",""vacation""]"	"[""birthday"",""Thursday"",""bird"",""thirty"",""holiday""]"	[]	[]
100111	1	Sunday	日曜日	the day after Saturday	We play soccer on Sunday.	私たちは日曜日にサッカーをします。	noun	1	5	"[""日曜日"",""土曜日"",""月曜日"",""金曜日"",""火曜日""]"	"[""Sunday"",""Saturday"",""Monday"",""Friday"",""Tuesday""]"	"[""Sunday"",""Monday"",""sunny"",""Saturday"",""soccer""]"	[]	[]
100112	1	Christmas	クリスマス	a holiday on December 25	We eat cake at Christmas.	私たちはクリスマスにケーキを食べます。	noun	1	5	"[""クリスマス"",""お正月"",""誕生日"",""休日"",""祭り""]"	"[""Christmas"",""New Year"",""birthday"",""holiday"",""festival""]"	"[""Christmas"",""crystal"",""classroom"",""crossing"",""holiday""]"	[]	[]
100113	1	bowl	ボウル	a deep round dish	The soup is in the bowl.	スープはそのボウルの中にあります。	noun	1	4	"[""ボウル"",""皿"",""コップ"",""鍋"",""おわん""]"	"[""bowl"",""plate"",""cup"",""pot"",""dish""]"	"[""bowl"",""ball"",""bell"",""boat"",""plate""]"	[]	[]
100114	1	jeans	ジーンズ	strong blue pants	He is wearing blue jeans today.	彼は今日、青いジーンズをはいています。	noun	1	4	"[""ジーンズ"",""ズボン"",""短パン"",""スカート"",""制服""]"	"[""jeans"",""pants"",""shorts"",""skirt"",""uniform""]"	"[""jeans"",""juice"",""jacket"",""shoes"",""pants""]"	"[{""word"":""denim pants"",""note"":""jeans を説明的に言い換えた表現。日常会話では jeans のほうが普通。""}]"	[]
100115	1	want	ほしい	to wish to have something	I want a new bike.	私は新しい自転車がほしいです。	verb	1	5	"[""ほしい"",""必要だ"",""好きだ"",""選ぶ"",""使う""]"	"[""want"",""need"",""like"",""choose"",""use""]"	"[""want"",""went"",""wait"",""wake"",""need""]"	"[{""word"":""would like"",""note"":""want より丁寧でやわらかい言い方。""}]"	[]
100116	1	phone	電話	a device used to call people	My phone is on the desk.	私の電話は机の上にあります。	noun	1	5	"[""電話"",""手紙"",""時計"",""かばん"",""地図""]"	"[""phone"",""letter"",""clock"",""bag"",""map""]"	"[""phone"",""bone"",""home"",""photo"",""clock""]"	"[{""word"":""telephone"",""note"":""より正式な言い方。phone のほうが日常会話で一般的。""}]"	[]
100117	1	clock	時計	something that shows the time	The clock is on the wall.	その時計は壁にかかっています。	noun	1	5	"[""時計"",""腕時計"",""時間"",""カレンダー"",""目覚まし時計""]"	"[""clock"",""watch"",""time"",""calendar"",""alarm clock""]"	"[""clock"",""block"",""click"",""clap"",""watch""]"	[]	[]
100118	1	to	〜へ	showing movement toward a place	We walk to school together.	私たちはいっしょに学校へ歩いて行きます。	preposition	1	5	"[""〜へ"",""〜から"",""〜で"",""〜の上に"",""〜の中に""]"	"[""to"",""from"",""at"",""on"",""in""]"	"[""to"",""do"",""go"",""at"",""from""]"	[]	[]
100119	1	cut	切る	to divide something with a sharp tool	Cut the paper in half.	紙を半分に切りなさい。	verb	1	5	"[""切る"",""折る"",""貼る"",""洗う"",""運ぶ""]"	"[""cut"",""fold"",""paste"",""wash"",""carry""]"	"[""cut"",""cat"",""cup"",""coat"",""fold""]"	"[{""word"":""slice"",""note"":""薄く切るときによく使う""},{""word"":""chop"",""note"":""細かく切るときによく使う""}]"	"[{""word"":""join"",""note"":""切り離したものをつなげるイメージの反対""}]"
100120	1	work	働く	to do a job	My mother works at home.	母は家で働いています。	verb	1	5	"[""働く"",""勉強する"",""休む"",""料理する"",""歩く""]"	"[""work"",""study"",""rest"",""cook"",""walk""]"	"[""work"",""walk"",""word"",""warm"",""job""]"	[]	"[{""word"":""rest"",""note"":""仕事をせず休むこと。""}]"
100121	1	practice	練習する	to do something often to improve	I practice the piano every day.	私は毎日ピアノを練習します。	verb	1	5	"[""練習する"",""勉強する"",""運動する"",""試す"",""準備する""]"	"[""practice"",""study"",""exercise"",""try"",""prepare""]"	"[""practice"",""practical"",""promise"",""protect"",""study""]"	"[{""word"":""train"",""note"":""技能をよくするため練習する。""}]"	[]
