"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
400055	4	prior	前の	earlier in time or order	I had a prior plan that day.	その日は前の予定がありました。	adjective	4	2	""[""""前の"""",""""次の"""",""""最後の"""",""""短い"""",""""重要な""""]""	""[""""prior"""",""""next"""",""""final"""",""""short"""",""""important""""]""	""[""""prior"""",""""prize"""",""""proud"""",""""player"""",""""pilot""""]""	""[{""""word"""":""""previous"""",""""note"""":""""より一般的な語""""}]""	""[{""""word"""":""""next"""",""""note"""":""""時間や順序で次の""""}]"""
400056	4	membership	会員資格	the state of being a member of a group	The club offers free membership to students.	そのクラブは学生に無料の会員資格を提供しています。	noun	4	2	""[""""会員資格"""",""""招待"""",""""予約"""",""""経験"""",""""責任""""]""	""[""""membership"""",""""invitation"""",""""reservation"""",""""experience"""",""""responsibility""""]""	""[""""membership"""",""""member"""",""""message"""",""""leadership"""",""""friendship""""]""	[]	[]"
400057	4	unity	団結	the state of being together as one	The team showed unity during the game.	そのチームは試合中に団結を見せました。	noun	4	2	""[""""団結"""",""""努力"""",""""自由"""",""""平和"""",""""文化""""]""	""[""""unity"""",""""effort"""",""""freedom"""",""""peace"""",""""culture""""]""	""[""""unity"""",""""unique"""",""""union"""",""""usual"""",""""community""""]""	""[{""""word"""":""""togetherness"""",""""note"""":""""一緒にいる感じ""""}]""	""[{""""word"""":""""division"""",""""note"""":""""分裂・不一致""""}]"""
400058	4	poverty	貧困	the state of being very poor	Many children still live in poverty.	今でも多くの子どもたちが貧困の中で暮らしています。	noun	4	3	""[""""貧困"""",""""富"""",""""病気"""",""""失業"""",""""危険""""]""	""[""""poverty"""",""""wealth"""",""""illness"""",""""unemployment"""",""""danger""""]""	""[""""poverty"""",""""property"""",""""popular"""",""""powerful"""",""""poverty-stricken""""]""	""[{""""word"""":""""hardship"""",""""note"""":""""苦しい生活という意味で近い""""}]""	""[{""""word"""":""""wealth"""",""""note"""":""""お金や財産が多いこと""""}]"""
400059	4	similarity	類似	the state of being almost the same	I found a similarity between the two pictures.	私はその2枚の写真の間に類似点を見つけました。	noun	4	2	""[""""類似"""",""""違い"""",""""変化"""",""""理由"""",""""結果""""]""	""[""""similarity"""",""""difference"""",""""change"""",""""reason"""",""""result""""]""	""[""""similarity"""",""""security"""",""""activity"""",""""community"""",""""ability""""]""	""[{""""word"""":""""likeness"""",""""note"""":""""やややさしい語で「似ていること」""""}]""	""[{""""word"""":""""difference"""",""""note"""":""""異なっている点""""}]"""
400060	4	presence	存在	the fact of being in a place	Her presence made me feel safe.	彼女がそこにいることで、私は安心しました。	noun	4	3	""[""""存在"""",""""不在"""",""""沈黙"""",""""変化"""",""""到着""""]""	""[""""presence"""",""""absence"""",""""silence"""",""""change"""",""""arrival""""]""	""[""""presence"""",""""presents"""",""""pleasant"""",""""preference"""",""""princess""""]""	""[{""""word"""":""""existence"""",""""note"""":""""「存在」という意味で近い""""}]""	""[{""""word"""":""""absence"""",""""note"""":""""その場にいないこと""""}]"""
400061	4	faith	信頼	strong belief or trust in someone or something	She has faith in her team.	彼女は自分のチームを信頼している。	noun	4	3	""[""""信頼"""",""""希望"""",""""努力"""",""""経験"""",""""約束""""]""	""[""""faith"""",""""trust"""",""""effort"""",""""promise"""",""""experience""""]""	""[""""faith"""",""""face"""",""""fate"""",""""fifth"""",""""late""""]""	""[{""""word"""":""""trust"""",""""note"""":""""より日常的な語""""}]""	""[{""""word"""":""""doubt"""",""""note"""":""""確信や信頼がないこと""""}]"""
400062	4	underground	地下の	under the ground	We took the underground train to the museum.	私たちは博物館まで地下鉄に乗った。	adjective	4	3	""[""""地下の"""",""""地上の"""",""""遠くの"""",""""静かな"""",""""安全な""""]""	""[""""underground"""",""""outdoor"""",""""central"""",""""local"""",""""modern""""]""	""[""""underground"""",""""understand"""",""""underline"""",""""background"""",""""playground""""]""	""[{""""word"""":""""subway"""",""""note"""":""""名詞では「地下鉄」""""}]""	""[{""""word"""":""""aboveground"""",""""note"""":""""地上の""""}]"""
400063	4	lean	寄りかかる	to bend or move your body against something for support	Do not lean on the door.	ドアにもたれかからないでください。	verb	4	3	""[""""寄りかかる"""",""""押す"""",""""引く"""",""""運ぶ"""",""""集める""""]""	""[""""lean"""",""""push"""",""""pull"""",""""carry"""",""""gather""""]""	""[""""lean"""",""""learn"""",""""line"""",""""lead"""",""""lane""""]""	""[{""""word"""":""""rest"""",""""note"""":""""文脈によって近い""""}]""	""[{""""word"""":""""stand"""",""""note"""":""""寄りかからず立つ""""}]"""
400064	4	fold	折る	to bend something so that one part covers another part	Please fold the paper in half.	紙を半分に折ってください。	verb	4	3	""[""""折る"""",""""切る"""",""""貼る"""",""""破る"""",""""洗う""""]""	""[""""fold"""",""""cut"""",""""paste"""",""""tear"""",""""wash""""]""	""[""""fold"""",""""cold"""",""""gold"""",""""hold"""",""""sold""""]""	""[{""""word"""":""""bend"""",""""note"""":""""曲げるという近い意味""""}]""	""[{""""word"""":""""unfold"""",""""note"""":""""折ったものを広げる""""}]"""
400065	4	sake	目的	a purpose or reason for doing something	He studied hard for his family's sake.	彼は家族のために一生懸命勉強した。	noun	5	2	""[""""目的"""",""""理由"""",""""方法"""",""""結果"""",""""計画""""]""	""[""""sake"""",""""reason"""",""""method"""",""""result"""",""""plan""""]""	""[""""sake"""",""""shake"""",""""sale"""",""""same"""",""""snake""""]""	""[{""""word"""":""""purpose"""",""""note"""":""""より一般的に使う語""""},{""""word"""":""""reason"""",""""note"""":""""文脈によって近い""""}]""	[]"
400066	4	superior	より優れた	better than another person or thing	This model is superior to the old one.	この型は古いものより優れています。	adjective	5	2	""[""""より優れた"""",""""より遅い"""",""""より安い"""",""""より重い"""",""""より短い""""]""	""[""""superior"""",""""slower"""",""""cheaper"""",""""heavier"""",""""shorter""""]""	""[""""superior"""",""""support"""",""""supply"""",""""surprise"""",""""similar""""]""	""[{""""word"""":""""better"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""inferior"""",""""note"""":""""質や程度が下の""""}]"""
400067	4	mass	大量	a large amount of something	A mass of clouds covered the sky.	たくさんの雲が空をおおった。	noun	4	3	""[""""大量"""",""""少量"""",""""部分"""",""""表面"""",""""中心""""]""	""[""""mass"""",""""piece"""",""""edge"""",""""point"""",""""side""""]""	""[""""mass"""",""""mess"""",""""math"""",""""map"""",""""mouse""""]""	""[{""""word"""":""""amount"""",""""note"""":""""より一般的な語""""},{""""word"""":""""quantity"""",""""note"""":""""ややかたい語""""}]""	""[{""""word"""":""""little"""",""""note"""":""""量が少ないこと""""}]"""
400068	4	substantial	かなりの	large in amount or size	They made a substantial profit this year.	彼らは今年かなりの利益を上げた。	adjective	5	2	""[""""かなりの"""",""""わずかな"""",""""急な"""",""""静かな"""",""""安全な""""]""	""[""""substantial"""",""""slight"""",""""rapid"""",""""quiet"""",""""safe""""]""	""[""""substantial"""",""""special"""",""""sudden"""",""""successful"""",""""important""""]""	""[{""""word"""":""""considerable"""",""""note"""":""""量や程度がかなり大きい""""},{""""word"""":""""large"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""slight"""",""""note"""":""""量や程度が小さい""""}]"""
400069	4	disaster	災害	a very bad event causing great damage	The earthquake was a terrible disaster.	その地震はひどい災害だった。	noun	4	4	""[""""災害"""",""""事故"""",""""計画"""",""""試合"""",""""旅行""""]""	""[""""disaster"""",""""accident"""",""""project"""",""""match"""",""""trip""""]""	""[""""disaster"""",""""discover"""",""""distance"""",""""discuss"""",""""doctor""""]""	""[{""""word"""":""""calamity"""",""""note"""":""""ややかたいが近い意味""""}]""	[]"
400070	4	explosion	爆発	a sudden loud burst	The explosion was heard across the town.	その爆発は町じゅうに聞こえた。	noun	4	3	""[""""爆発"""",""""衝突"""",""""火事"""",""""地震"""",""""事故""""]""	""[""""explosion"""",""""collision"""",""""fire"""",""""earthquake"""",""""accident""""]""	""[""""explosion"""",""""expression"""",""""excursion"""",""""explanation"""",""""extension""""]""	""[{""""word"""":""""blast"""",""""note"""":""""より短く日常的な語""""}]""	[]"
400071	4	revolution	革命	a great change in a country or society	The book tells the story of the French Revolution.	その本はフランス革命の話を伝えている。	noun	5	2	""[""""革命"""",""""発明"""",""""発見"""",""""発展"""",""""改革""""]""	""[""""revolution"""",""""invention"""",""""discovery"""",""""development"""",""""reform""""]""	""[""""revolution"""",""""resolution"""",""""relation"""",""""revelation"""",""""reservation""""]""	[]	[]"
400072	4	project	計画	a piece of work planned for a purpose	Our class started a new project today.	私たちのクラスは今日、新しい計画を始めました。	noun	4	3	""[""""計画"""",""""経験"""",""""意見"""",""""方法"""",""""結果""""]""	""[""""project"""",""""report"""",""""meeting"""",""""lesson"""",""""result""""]""	""[""""project"""",""""protect"""",""""product"""",""""progress"""",""""promise""""]""	""[{""""word"""":""""plan"""",""""note"""":""""より一般的な語""""}]""	[]"
400073	4	shock	衝撃	a strong feeling of surprise or upset	The news gave everyone a shock.	その知らせはみんなに衝撃を与えました。	noun	4	3	""[""""衝撃"""",""""希望"""",""""努力"""",""""提案"""",""""習慣""""]""	""[""""shock"""",""""hope"""",""""effort"""",""""advice"""",""""custom""""]""	""[""""shock"""",""""shop"""",""""shot"""",""""sock"""",""""shut""""]""	""[{""""word"""":""""surprise"""",""""note"""":""""shock のほうが強い""""}]""	[]"
400074	4	triumph	勝利	a great success or victory	The team celebrated its triumph after the game.	そのチームは試合の後で勝利を祝いました。	noun	5	2	""[""""勝利"""",""""失敗"""",""""挑戦"""",""""約束"""",""""景色""""]""	""[""""triumph"""",""""defeat"""",""""challenge"""",""""promise"""",""""view""""]""	""[""""triumph"""",""""triangle"""",""""travel"""",""""trial"""",""""train""""]""	""[{""""word"""":""""victory"""",""""note"""":""""より基本的な語""""},{""""word"""":""""success"""",""""note"""":""""広い意味で使う""""}]""	""[{""""word"""":""""defeat"""",""""note"""":""""敗北""""}]"""
400075	4	chew	かむ	to bite food many times before swallowing	You should chew your food well.	食べ物をよくかむべきです。	verb	4	3	""[""""かむ"""",""""のむ"""",""""なめる"""",""""切る"""",""""焼く""""]""	""[""""chew"""",""""swallow"""",""""lick"""",""""cut"""",""""bake""""]""	""[""""chew"""",""""choose"""",""""chain"""",""""chair"""",""""shoe""""]""	""[{""""word"""":""""bite"""",""""note"""":""""かみつく、または軽くかむ""""}]""	""[{""""word"""":""""swallow"""",""""note"""":""""かまずにのみこむ""""}]"""
400076	4	mosquito	蚊	a small flying insect that bites people	A mosquito bit my arm last night.	昨夜、蚊が私の腕を刺しました。	noun	4	3	""[""""蚊"""",""""ハエ"""",""""ハチ"""",""""チョウ"""",""""クモ""""]""	""[""""mosquito"""",""""fly"""",""""bee"""",""""butterfly"""",""""spider""""]""	""[""""mosquito"""",""""muscle"""",""""museum"""",""""mustard"""",""""misty""""]""	[]	[]"
400077	4	coal	石炭	a hard black rock used for fuel	The train used coal many years ago.	その列車は何年も前に石炭を使っていました。	noun	4	2	""[""""石炭"""",""""石油"""",""""木材"""",""""ガス"""",""""鉄""""]""	""[""""coal"""",""""oil"""",""""wood"""",""""gas"""",""""iron""""]""	""[""""coal"""",""""cold"""",""""code"""",""""corn"""",""""coat""""]""	[]	[]"
400078	4	explode	爆発する	to burst suddenly with a loud noise	The bomb may explode soon.	その爆弾はすぐに爆発するかもしれない。	verb	4	3	""[""""爆発する"""",""""燃える"""",""""落ちる"""",""""壊す"""",""""消える""""]""	""[""""explode"""",""""burn"""",""""drop"""",""""break"""",""""disappear""""]""	""[""""explode"""",""""explore"""",""""explain"""",""""excite"""",""""expand""""]""	""[{""""word"""":""""blow up"""",""""note"""":""""口語で「爆発する」""""}]""	[]"
400079	4	physical	身体の	related to the body	Regular exercise is good for your physical health.	定期的な運動は身体の健康によい。	adjective	4	4	""[""""身体の"""",""""精神の"""",""""個人の"""",""""自然の"""",""""社会の""""]""	""[""""physical"""",""""mental"""",""""personal"""",""""natural"""",""""social""""]""	""[""""physical"""",""""typical"""",""""musical"""",""""critical"""",""""practical""""]""	""[{""""word"""":""""bodily"""",""""note"""":""""ややかたいが「身体の」""""}]""	""[{""""word"""":""""mental"""",""""note"""":""""心・精神に関する""""}]"""
400080	4	organ	臓器	a part of the body such as the heart or lungs	The heart is an important organ.	心臓は大切な臓器です。	noun	4	3	""[""""臓器"""",""""筋肉"""",""""骨"""",""""血管"""",""""皮膚""""]""	""[""""organ"""",""""muscle"""",""""bone"""",""""vein"""",""""skin""""]""	""[""""organ"""",""""orange"""",""""order"""",""""orbit"""",""""origin""""]""	[]	[]"
